prompt_idx,site,branch,site_pos,branch_pos,q,rho,cos
6,layer_1_mha_output_out,layer_11_mlp_out,1,22,0.31561283512878846,0.7423335332698985,-0.22474566032244622
6,layer_1_mha_output_out,layer_12_mha_output_out,1,23,-0.032370835109711615,0.2273427044440893,-0.3541608462620684
6,layer_1_mha_output_out,layer_12_mlp_out,1,24,0.27978686116334095,0.7054305395494761,-0.2530315867591159
6,layer_1_mha_output_out,layer_13_mha_output_out,1,25,-0.0019676898968052914,0.12595939716457763,-0.14127290413285878
6,layer_1_mha_output_out,layer_13_mlp_out,1,26,0.24183019911978565,0.6536306333239659,-0.24321803413308263
6,layer_1_mha_output_out,layer_14_mha_output_out,1,27,0.008985184189755913,0.19421104041668402,-0.14887632731661316
6,layer_1_mha_output_out,layer_14_mlp_out,1,28,0.1749478194525893,0.5236076986198603,-0.1505660480774922
6,layer_1_mha_output_out,layer_15_mha_output_out,1,29,-0.006342500713268029,0.09380452570018856,-0.1599840985774315
6,layer_1_mha_output_out,layer_15_mlp_out,1,30,0.11140255588392645,0.5144354805761056,-0.309540166626584
6,layer_1_mha_output_out,layer_16_mha_output_out,1,31,-0.06825723914163473,0.3811192106214944,-0.5158140861198351
6,layer_1_mha_output_out,layer_16_mlp_out,1,32,0.31045865152691265,0.7260519381893012,-0.1926873133312282
6,layer_1_mha_output_out,layer_17_mha_output_out,1,33,-0.001044395754271621,0.16457668094209593,-0.17073788051687241
6,layer_1_mha_output_out,layer_17_mlp_out,1,34,0.29403966361521994,0.666185095815972,-0.07021236956685747
6,layer_1_mha_output_out,layer_18_mha_output_out,1,35,-0.014745781395773871,0.16337300009427375,-0.24870571669592012
6,layer_1_mha_output_out,layer_18_mlp_out,1,36,0.198858626364823,0.5797474949994557,-0.20165059394807286
6,layer_1_mha_output_out,layer_19_mha_output_out,1,37,-0.01949808392619401,0.1684443805570739,-0.2766926119841838
6,layer_1_mha_output_out,layer_19_mlp_out,1,38,0.15372648253184718,0.4759980721641209,-0.11532568270139464
6,layer_1_mha_output_out,layer_20_mha_output_out,1,39,-0.02405623751177366,0.20118698674374835,-0.3106520863398869
6,layer_1_mha_output_out,layer_20_mlp_out,1,40,0.2537333526033405,0.6723090679174832,-0.25240124700909056
6,layer_1_mha_output_out,layer_21_mha_output_out,1,41,-0.0076669514908960235,0.23555510094842208,-0.2658332706859882
6,layer_1_mha_output_out,layer_21_mlp_out,1,42,0.3967864727447119,0.8307163589900641,-0.11362657916106782
6,layer_1_mha_output_out,layer_22_mha_output_out,1,43,0.035710124517329134,0.15045064399056668,0.09937367431939502
6,layer_1_mha_output_out,layer_22_mlp_out,1,44,0.4204353355426228,0.8608282731171207,-0.06596987425979021
6,layer_1_mha_output_out,layer_23_mha_output_out,1,45,0.04999117998730063,0.16896130361346676,0.15039573783130994
6,layer_1_mha_output_out,layer_23_mlp_out,1,46,0.42674903991052726,0.8397123539374042,0.18322413118220962
6,layer_1_mha_output_out,layer_24_mha_output_out,1,47,0.03907150923396774,0.21001563317599922,-0.01710574356023608
6,layer_1_mha_output_out,layer_24_mlp_out,1,48,0.36549685890430694,0.7363164154739681,0.10851238155056017
6,layer_1_mha_output_out,layer_25_mha_output_out,1,49,0.00697728807489606,0.1299174734044111,-0.07637118926363475
6,layer_1_mha_output_out,layer_25_mlp_out,1,50,0.3638992956184519,0.7347175067972868,0.10263400746302535
6,layer_1_mha_output_out,layer_26_mha_output_out,1,51,0.13566326555868957,0.3903890693830106,0.013833679262134864
6,layer_1_mha_output_out,layer_26_mlp_out,1,52,0.4033895894389735,0.838092336205419,-0.09675883977127725
6,layer_1_mha_output_out,layer_27_mha_output_out,1,53,0.04197317870963635,0.18983115898009714,0.042840951603793545
6,layer_1_mha_output_out,layer_27_mlp_out,1,54,0.2634697772998108,0.7921253530273215,-0.5301923857704148
6,layer_1_mha_output_out,layer_28_mha_output_out,1,55,0.05173405313330193,0.17391531193604315,0.14784633814608247
6,layer_1_mha_output_out,layer_28_mlp_out,1,56,-0.16744525464602167,0.5172373496523626,-0.6948707008631793
6,layer_1_mlp_out,layer_1_mlp_out,2,2,1.0,Inf,NaN
6,layer_1_mlp_out,layer_2_mha_output_out,2,3,0.10385924544494463,0.3617134316054581,-0.04671932102339926
6,layer_1_mlp_out,layer_2_mlp_out,2,4,0.3277679979839504,0.7697053044890345,-0.26587636333139797
6,layer_1_mlp_out,layer_3_mha_output_out,2,5,0.03553936904056221,0.2737277642513523,-0.1444308926492192
6,layer_1_mlp_out,layer_3_mlp_out,2,6,0.20832512436852313,0.6485376191162708,-0.32949024934173105
6,layer_1_mlp_out,layer_4_mha_output_out,2,7,0.11246328698353347,0.388392315737249,-0.07115634059191453
6,layer_1_mlp_out,layer_4_mlp_out,2,8,0.15224281186957855,0.5811700299707271,-0.33174283670824023
6,layer_1_mlp_out,layer_5_mha_output_out,2,9,0.0662165772448794,0.3446176999798678,-0.14944470177169164
6,layer_1_mlp_out,layer_5_mlp_out,2,10,0.21341542225976817,0.648778045012457,-0.31643186152421465
6,layer_1_mlp_out,layer_6_mha_output_out,2,11,0.048238186559929175,0.3505358358182198,-0.21694386981751548
6,layer_1_mlp_out,layer_6_mlp_out,2,12,0.05546723551364885,0.5490041718841591,-0.4696166553060948
6,layer_1_mlp_out,layer_7_mha_output_out,2,13,0.02421034810196465,0.26091551825085924,-0.17004223710495697
6,layer_1_mlp_out,layer_7_mlp_out,2,14,0.28861356321610143,0.7783843137143758,-0.4327302527098905
6,layer_1_mlp_out,layer_8_mha_output_out,2,15,0.050086881518549564,0.3107379693353474,-0.14890341628044673
6,layer_1_mlp_out,layer_8_mlp_out,2,16,0.2736195191358006,0.749171597791602,-0.3952509290901992
6,layer_1_mlp_out,layer_9_mha_output_out,2,17,-0.007628924769221612,0.1855197328723411,-0.22462958915252557
6,layer_1_mlp_out,layer_9_mlp_out,2,18,0.06795810461894458,0.677768272057523,-0.6150340607816737
6,layer_1_mlp_out,layer_10_mha_output_out,2,19,0.029944138625925376,0.24222727626339538,-0.11844760057936803
6,layer_1_mlp_out,layer_10_mlp_out,2,20,0.3250057264295182,0.8073381389354848,-0.4068249007721925
6,layer_1_mlp_out,layer_11_mha_output_out,2,21,0.02920825454531284,0.3249771401405142,-0.23960408504224281
6,layer_1_mlp_out,layer_11_mlp_out,2,22,0.312177550058087,0.7441697148031641,-0.24586743320598448
6,layer_1_mlp_out,layer_12_mha_output_out,2,23,-0.03148128983873777,0.22501205430989807,-0.34997005468112585
6,layer_1_mlp_out,layer_12_mlp_out,2,24,0.25977785133972475,0.6910983029574758,-0.2823947633760625
6,layer_1_mlp_out,layer_13_mha_output_out,2,25,-0.0024002291437807965,0.12401680015917238,-0.14298215348852383
6,layer_1_mlp_out,layer_13_mlp_out,2,26,0.24443876011218169,0.660267752476371,-0.2517227446558825
6,layer_1_mlp_out,layer_14_mha_output_out,2,27,0.013761400357744868,0.19209042875732243,-0.1211409138286698
6,layer_1_mlp_out,layer_14_mlp_out,2,28,0.19213096571633193,0.547326683015032,-0.14800614292528858
6,layer_1_mlp_out,layer_15_mha_output_out,2,29,-0.006804816869000474,0.09655986530204858,-0.16543790643199185
6,layer_1_mlp_out,layer_15_mlp_out,2,30,0.11803605550544782,0.5153733433139103,-0.2951986941724301
6,layer_1_mlp_out,layer_16_mha_output_out,2,31,-0.05879592563998526,0.3838993604681561,-0.5007423835711549
6,layer_1_mlp_out,layer_16_mlp_out,2,32,0.29984299407612236,0.7053178962015608,-0.1716546148402457
6,layer_1_mlp_out,layer_17_mha_output_out,2,33,-0.0018205499364138955,0.161256593756008,-0.17221289559331476
6,layer_1_mlp_out,layer_17_mlp_out,2,34,0.28782907484714004,0.6569640032260744,-0.0701101086073467
6,layer_1_mlp_out,layer_18_mha_output_out,2,35,-0.007754819618552622,0.15867830790449963,-0.20559150736494672
6,layer_1_mlp_out,layer_18_mlp_out,2,36,0.16849829419515416,0.5349452279383462,-0.1958142861709997
6,layer_1_mlp_out,layer_19_mha_output_out,2,37,-0.01232340622316741,0.17359654894083615,-0.2407899199845526
6,layer_1_mlp_out,layer_19_mlp_out,2,38,0.1576625688957669,0.489773558815119,-0.13239202937032496
6,layer_1_mlp_out,layer_20_mha_output_out,2,39,-0.028226534520735758,0.19889926431507404,-0.32791539113307455
6,layer_1_mlp_out,layer_20_mlp_out,2,40,0.2490593067577931,0.6535593848127366,-0.21858345199566792
6,layer_1_mlp_out,layer_21_mha_output_out,2,41,-0.015783187202934812,0.23848766092400103,-0.29899391201276937
6,layer_1_mlp_out,layer_21_mlp_out,2,42,0.4026124859112514,0.8414193654579535,-0.12404753718481439
6,layer_1_mlp_out,layer_22_mha_output_out,2,43,0.033612192770020144,0.1514735527067223,0.08096180920679788
6,layer_1_mlp_out,layer_22_mlp_out,2,44,0.4316301661812011,0.8807533064205105,-0.07696595600496613
6,layer_1_mlp_out,layer_23_mha_output_out,2,45,0.04298729966697945,0.16408264563596367,0.11482884482989388
6,layer_1_mlp_out,layer_23_mlp_out,2,46,0.41516592356591364,0.8150784538322053,0.19256032408731255
6,layer_1_mlp_out,layer_24_mha_output_out,2,47,0.03677114676243476,0.2136841027421309,-0.03642355706250762
6,layer_1_mlp_out,layer_24_mlp_out,2,48,0.36518772513311515,0.7377799458742832,0.09876749731423788
6,layer_1_mlp_out,layer_25_mha_output_out,2,49,0.0037510819596037193,0.1300565932628371,-0.10148820066088066
6,layer_1_mlp_out,layer_25_mlp_out,2,50,0.3691257549902207,0.7461721062533231,0.09150673474954983
6,layer_1_mlp_out,layer_26_mha_output_out,2,51,0.13511039560210214,0.3875951467685845,0.01830606218123551
6,layer_1_mlp_out,layer_26_mlp_out,2,52,0.4065898105493605,0.8428330373316599,-0.09494266741983398
6,layer_1_mlp_out,layer_27_mha_output_out,2,53,0.0460848758609671,0.19523560290918393,0.054866320119941275
6,layer_1_mlp_out,layer_27_mlp_out,2,54,0.2721325959626182,0.7750441314793756,-0.46740015635528714
6,layer_1_mlp_out,layer_28_mha_output_out,2,55,0.049981878935702495,0.17249951062790603,0.13985346140329707
6,layer_1_mlp_out,layer_28_mlp_out,2,56,-0.17805450348500318,0.5118416825726108,-0.7011587289220137
6,layer_2_mha_output_out,layer_2_mha_output_out,3,3,1.0,Inf,NaN
6,layer_2_mha_output_out,layer_2_mlp_out,3,4,0.31379649491321004,0.7491142597022433,-0.255512914260232
6,layer_2_mha_output_out,layer_3_mha_output_out,3,5,0.03454259860750841,0.26627712644159446,-0.13680626771119006
6,layer_2_mha_output_out,layer_3_mlp_out,3,6,0.18525489408107343,0.6261000324947452,-0.3403148759599713
6,layer_2_mha_output_out,layer_4_mha_output_out,3,7,0.10912707955471335,0.38706095070016344,-0.08044098531463521
6,layer_2_mha_output_out,layer_4_mlp_out,3,8,0.14910756581404494,0.5775964082430041,-0.3324674001745751
6,layer_2_mha_output_out,layer_5_mha_output_out,3,9,0.06380596558518126,0.3446388213088574,-0.1576249893674829
6,layer_2_mha_output_out,layer_5_mlp_out,3,10,0.2063795396434016,0.642684309882907,-0.3217184598712317
6,layer_2_mha_output_out,layer_6_mha_output_out,3,11,0.046643861051051005,0.35311742455117795,-0.2256008059964511
6,layer_2_mha_output_out,layer_6_mlp_out,3,12,0.05870842835178358,0.5563994908453753,-0.4738582073187128
6,layer_2_mha_output_out,layer_7_mha_output_out,3,13,0.022065893788581148,0.259775304982291,-0.1769081743391456
6,layer_2_mha_output_out,layer_7_mlp_out,3,14,0.2844134827692554,0.7774174236590382,-0.441737848835774
6,layer_2_mha_output_out,layer_8_mha_output_out,3,15,0.04904727415059951,0.3151683604505266,-0.15975926932932777
6,layer_2_mha_output_out,layer_8_mlp_out,3,16,0.26784509139525026,0.7453523576447557,-0.40136936341545093
6,layer_2_mha_output_out,layer_9_mha_output_out,3,17,-0.006003040352900335,0.1866503471090861,-0.2173235689123985
6,layer_2_mha_output_out,layer_9_mlp_out,3,18,0.06853548259991138,0.6822940661814861,-0.6200789325277917
6,layer_2_mha_output_out,layer_10_mha_output_out,3,19,0.028211202041437455,0.24449697071886511,-0.12952273219897137
6,layer_2_mha_output_out,layer_10_mlp_out,3,20,0.31611737363006287,0.7890236593378882,-0.37783844968183733
6,layer_2_mha_output_out,layer_11_mha_output_out,3,21,0.026882635989052273,0.32104402735278403,-0.24167203562919023
6,layer_2_mha_output_out,layer_11_mlp_out,3,22,0.30286377682322907,0.7365864161483147,-0.2595387587648155
6,layer_2_mha_output_out,layer_12_mha_output_out,3,23,-0.03312645110585977,0.22535780148015622,-0.3562175736327918
6,layer_2_mha_output_out,layer_12_mlp_out,3,24,0.2602904046476714,0.6946400065128542,-0.290182831094777
6,layer_2_mha_output_out,layer_13_mha_output_out,3,25,-0.002216552882035261,0.1248133552896712,-0.14221848107774207
6,layer_2_mha_output_out,layer_13_mlp_out,3,26,0.24378798140256908,0.66297198263676,-0.2607752296505799
6,layer_2_mha_output_out,layer_14_mha_output_out,3,27,0.01661583379974163,0.1898184799270249,-0.10253656317949376
6,layer_2_mha_output_out,layer_14_mlp_out,3,28,0.1974079928671293,0.5566730030835149,-0.15228459506137787
6,layer_2_mha_output_out,layer_15_mha_output_out,3,29,-0.007373348614663433,0.09709364117163455,-0.17122513348857132
6,layer_2_mha_output_out,layer_15_mlp_out,3,30,0.12042888665392903,0.5154714939221713,-0.2894915101460579
6,layer_2_mha_output_out,layer_16_mha_output_out,3,31,-0.06230110846644821,0.38227447546479687,-0.5060148347808178
6,layer_2_mha_output_out,layer_16_mlp_out,3,32,0.2914582376617333,0.6931033271691613,-0.16922436413568845
6,layer_2_mha_output_out,layer_17_mha_output_out,3,33,-0.0016745573099159472,0.16122243379335985,-0.17130531602176247
6,layer_2_mha_output_out,layer_17_mlp_out,3,34,0.2737229644972712,0.6406000059758279,-0.08388286284194861
6,layer_2_mha_output_out,layer_18_mha_output_out,3,35,-0.005269256251207555,0.1586017427550669,-0.19065146575534045
6,layer_2_mha_output_out,layer_18_mlp_out,3,36,0.16616973843013427,0.5329952338171584,-0.19869627042930843
6,layer_2_mha_output_out,layer_19_mha_output_out,3,37,-0.011317660825963749,0.17631792977612754,-0.23713475380174573
6,layer_2_mha_output_out,layer_19_mlp_out,3,38,0.1574662205772348,0.49226872883953293,-0.1384891959689855
6,layer_2_mha_output_out,layer_20_mha_output_out,3,39,-0.027508887884225786,0.20109336475723882,-0.32551282452638924
6,layer_2_mha_output_out,layer_20_mlp_out,3,40,0.24070238303482605,0.6355066577726316,-0.20012143930264623
6,layer_2_mha_output_out,layer_21_mha_output_out,3,41,-0.01265958676043999,0.23847393786750695,-0.28730443777048736
6,layer_2_mha_output_out,layer_21_mlp_out,3,42,0.399397059614644,0.8376677729049539,-0.1307577619426261
6,layer_2_mha_output_out,layer_22_mha_output_out,3,43,0.031900073307157495,0.15079927933361387,0.07001836957657484
6,layer_2_mha_output_out,layer_22_mlp_out,3,44,0.43429390291795267,0.8855877092509247,-0.08051351713601218
6,layer_2_mha_output_out,layer_23_mha_output_out,3,45,0.041486352791378134,0.1635390469041632,0.1056938760971273
6,layer_2_mha_output_out,layer_23_mlp_out,3,46,0.4169941025324042,0.8188993797849887,0.1914906171543008
6,layer_2_mha_output_out,layer_24_mha_output_out,3,47,0.036930751752846214,0.21370204550125851,-0.035627123828375254
6,layer_2_mha_output_out,layer_24_mlp_out,3,48,0.3626689624288052,0.7355386033432089,0.08841505688541218
6,layer_2_mha_output_out,layer_25_mha_output_out,3,49,0.004406801640664759,0.1310227344743416,-0.09767231816670714
6,layer_2_mha_output_out,layer_25_mlp_out,3,50,0.3679098957299798,0.7447805605266646,0.08787890308044902
6,layer_2_mha_output_out,layer_26_mha_output_out,3,51,0.134550757042172,0.3823277787506313,0.028786286564070167
6,layer_2_mha_output_out,layer_26_mlp_out,3,52,0.4015387971569696,0.8343937819102376,-0.09200648662193797
6,layer_2_mha_output_out,layer_27_mha_output_out,3,53,0.04617216814735725,0.19645348772562918,0.0524931377059974
6,layer_2_mha_output_out,layer_27_mlp_out,3,54,0.27980818296934484,0.7817865032480333,-0.46579286054550495
6,layer_2_mha_output_out,layer_28_mha_output_out,3,55,0.04986092065856973,0.17484552575841736,0.13222991374314824
6,layer_2_mha_output_out,layer_28_mlp_out,3,56,-0.17543781521157364,0.5116464920268,-0.6990261295819481
6,layer_2_mlp_out,layer_2_mlp_out,4,4,1.0,Inf,NaN
6,layer_2_mlp_out,layer_3_mha_output_out,4,5,0.03788445736572954,0.2565253711472345,-0.10725019582324691
6,layer_2_mlp_out,layer_3_mlp_out,4,6,0.18782303990273963,0.6369558944092538,-0.35628005545949143
6,layer_2_mlp_out,layer_4_mha_output_out,4,7,0.10610730830027137,0.39216736772289607,-0.10153673487721428
6,layer_2_mlp_out,layer_4_mlp_out,4,8,0.18592580143562099,0.6260775088833084,-0.3386210078031102
6,layer_2_mlp_out,layer_5_mha_output_out,4,9,0.07042374830958542,0.35787785749318585,-0.15817126539054654
6,layer_2_mlp_out,layer_5_mlp_out,4,10,0.20851095746872172,0.6559919165756306,-0.3453893604085513
6,layer_2_mlp_out,layer_6_mha_output_out,4,11,0.03340611818124828,0.3520676001020108,-0.26299194581836344
6,layer_2_mlp_out,layer_6_mlp_out,4,12,0.08299389771536558,0.5859844877368376,-0.47447721740597015
6,layer_2_mlp_out,layer_7_mha_output_out,4,13,0.027296137122847286,0.2703214039321787,-0.1713187509255217
6,layer_2_mlp_out,layer_7_mlp_out,4,14,0.28055214425169495,0.7818145620471787,-0.4639539133750476
6,layer_2_mlp_out,layer_8_mha_output_out,4,15,0.02938116833394533,0.3063308352168447,-0.2139919521237553
6,layer_2_mlp_out,layer_8_mlp_out,4,16,0.2412582617612552,0.7325158047395618,-0.4375687667326199
6,layer_2_mlp_out,layer_9_mha_output_out,4,17,0.003991645321917647,0.19614089159795067,-0.1764154339912649
6,layer_2_mlp_out,layer_9_mlp_out,4,18,0.1260416759956654,0.7166720482196675,-0.6023006947642293
6,layer_2_mlp_out,layer_10_mha_output_out,4,19,0.013366029608002927,0.2379505294372087,-0.18350405277900375
6,layer_2_mlp_out,layer_10_mlp_out,4,20,0.32194001379199166,0.792103415295791,-0.36688979839581237
6,layer_2_mlp_out,layer_11_mha_output_out,4,21,0.015068968354543744,0.3322966737969272,-0.29070254444572924
6,layer_2_mlp_out,layer_11_mlp_out,4,22,0.3356452457929947,0.7830263263849286,-0.2785315578965069
6,layer_2_mlp_out,layer_12_mha_output_out,4,23,-0.034868018923687405,0.2381552713098475,-0.3672569904758441
6,layer_2_mlp_out,layer_12_mlp_out,4,24,0.2840071389229708,0.7221489120863606,-0.2865207921812366
6,layer_2_mlp_out,layer_13_mha_output_out,4,25,-0.005761822826641838,0.13166295170357864,-0.17417633833444524
6,layer_2_mlp_out,layer_13_mlp_out,4,26,0.2577917196553793,0.6828350884066832,-0.2668662040884673
6,layer_2_mlp_out,layer_14_mha_output_out,4,27,0.017446323740137437,0.1862707221599111,-0.09259059779504543
6,layer_2_mlp_out,layer_14_mlp_out,4,28,0.17798330183863365,0.5345299083902807,-0.16524122499508065
6,layer_2_mlp_out,layer_15_mha_output_out,4,29,-0.005336280550604977,0.09931601746499617,-0.1519545626947777
6,layer_2_mlp_out,layer_15_mlp_out,4,30,0.14421643127737127,0.5487537960547415,-0.29063640333805263
6,layer_2_mlp_out,layer_16_mha_output_out,4,31,-0.06630427238287995,0.3852955990830284,-0.5146783581732453
6,layer_2_mlp_out,layer_16_mlp_out,4,32,0.29443957159745293,0.7039598932691811,-0.19075750220036042
6,layer_2_mlp_out,layer_17_mha_output_out,4,33,-0.0062252874824242355,0.16477004934432676,-0.20107397280121878
6,layer_2_mlp_out,layer_17_mlp_out,4,34,0.3006587019407303,0.6769166079560209,-0.07333300826537154
6,layer_2_mlp_out,layer_18_mha_output_out,4,35,-0.0009584146822021467,0.16382024001304146,-0.1695027444767223
6,layer_2_mlp_out,layer_18_mlp_out,4,36,0.18393837487349873,0.5734199688995224,-0.2328212994903339
6,layer_2_mlp_out,layer_19_mha_output_out,4,37,-0.011353484716861262,0.18131347594971098,-0.24052833233807083
6,layer_2_mlp_out,layer_19_mlp_out,4,38,0.18659210184579833,0.5155110613092319,-0.0915184264417581
6,layer_2_mlp_out,layer_20_mha_output_out,4,39,-0.029238294718741953,0.20619391406730547,-0.3344643281614748
6,layer_2_mlp_out,layer_20_mlp_out,4,40,0.25794725738632807,0.6533908827465004,-0.18605044424979442
6,layer_2_mlp_out,layer_21_mha_output_out,4,41,0.006608149589374834,0.24568372324843857,-0.2200717651899867
6,layer_2_mlp_out,layer_21_mlp_out,4,42,0.3938789081041385,0.826035528931575,-0.1123579111424664
6,layer_2_mlp_out,layer_22_mha_output_out,4,43,0.03572232198031511,0.1568225522449515,0.08245893109243665
6,layer_2_mlp_out,layer_22_mlp_out,4,44,0.4717714761013443,0.9499234514410164,-0.09095570666756198
6,layer_2_mlp_out,layer_23_mha_output_out,4,45,0.03587163260462656,0.16365512549188516,0.066151798181205
6,layer_2_mlp_out,layer_23_mlp_out,4,46,0.4445594748855891,0.8737303903766739,0.21194760802859652
6,layer_2_mlp_out,layer_24_mha_output_out,4,47,0.037271891988106653,0.21904134775879114,-0.043997868798168104
6,layer_2_mlp_out,layer_24_mlp_out,4,48,0.3762104375822818,0.7545620549075779,0.11266395395385462
6,layer_2_mlp_out,layer_25_mha_output_out,4,49,0.013690258958077739,0.13043196429310397,-0.02435217209838412
6,layer_2_mlp_out,layer_25_mlp_out,4,50,0.3742766061177335,0.7560059467030081,0.08757469130453208
6,layer_2_mlp_out,layer_26_mha_output_out,4,51,0.12186083857996222,0.3641835199018893,0.019582749163095266
6,layer_2_mlp_out,layer_26_mlp_out,4,52,0.4127912606686429,0.8504046458744186,-0.08003407791908217
6,layer_2_mlp_out,layer_27_mha_output_out,4,53,0.05019656666726369,0.2044694199994826,0.057014834964392073
6,layer_2_mlp_out,layer_27_mlp_out,4,54,0.2741335365935572,0.7551556929591635,-0.4098135510351832
6,layer_2_mlp_out,layer_28_mha_output_out,4,55,0.055560904181481074,0.18028518015415623,0.15515630051955567
6,layer_2_mlp_out,layer_28_mlp_out,4,56,-0.20907797401015582,0.505785225243623,-0.722703883610014
6,layer_3_mha_output_out,layer_3_mha_output_out,5,5,1.0,Inf,NaN
6,layer_3_mha_output_out,layer_3_mlp_out,5,6,0.1931639319961822,0.6336679435895937,-0.33638731775150166
6,layer_3_mha_output_out,layer_4_mha_output_out,5,7,0.10593715151834038,0.39480041295430834,-0.1074009876764513
6,layer_3_mha_output_out,layer_4_mlp_out,5,8,0.19062466583950455,0.6268293647081561,-0.3284535995213073
6,layer_3_mha_output_out,layer_5_mha_output_out,5,9,0.06983621963135278,0.3579687694551196,-0.16026375536969734
6,layer_3_mha_output_out,layer_5_mlp_out,5,10,0.2114402126406444,0.6534577981807891,-0.33220014532314446
6,layer_3_mha_output_out,layer_6_mha_output_out,5,11,0.03406881174366572,0.35286138776716225,-0.26215211483925144
6,layer_3_mha_output_out,layer_6_mlp_out,5,12,0.08437605552283489,0.5861736347618385,-0.47250745443034675
6,layer_3_mha_output_out,layer_7_mha_output_out,5,13,0.026095777682350496,0.26862264989014706,-0.17352254221296567
6,layer_3_mha_output_out,layer_7_mlp_out,5,14,0.2824040913408796,0.7831480888611414,-0.4627447469202221
6,layer_3_mha_output_out,layer_8_mha_output_out,5,15,0.026729869323090516,0.30245395014283066,-0.21762702122114694
6,layer_3_mha_output_out,layer_8_mlp_out,5,16,0.251199441693838,0.7372616552952223,-0.42472254602417475
6,layer_3_mha_output_out,layer_9_mha_output_out,5,17,0.0050202575518150105,0.1946901309133471,-0.16963002296296792
6,layer_3_mha_output_out,layer_9_mlp_out,5,18,0.12444391450243819,0.712841507870011,-0.5985234790615949
6,layer_3_mha_output_out,layer_10_mha_output_out,5,19,0.011554103024120632,0.23497829571538573,-0.18742341393667963
6,layer_3_mha_output_out,layer_10_mlp_out,5,20,0.3211181936634401,0.7881408409561197,-0.35670732682283934
6,layer_3_mha_output_out,layer_11_mha_output_out,5,21,0.015501723065886153,0.32847098070789327,-0.2850222002105725
6,layer_3_mha_output_out,layer_11_mlp_out,5,22,0.34300347838091216,0.7921156436156791,-0.2783349887537502
6,layer_3_mha_output_out,layer_12_mha_output_out,5,23,-0.03757109662351499,0.23748080364901014,-0.37633170645079206
6,layer_3_mha_output_out,layer_12_mlp_out,5,24,0.28725878916361003,0.7244871365307998,-0.2817327588016861
6,layer_3_mha_output_out,layer_13_mha_output_out,5,25,-0.005801379810567386,0.13055984791371028,-0.17373609678172816
6,layer_3_mha_output_out,layer_13_mlp_out,5,26,0.26117156881881587,0.6830871753133181,-0.25613407673859984
6,layer_3_mha_output_out,layer_14_mha_output_out,5,27,0.017813265033049697,0.1848442309370237,-0.0883293588615923
6,layer_3_mha_output_out,layer_14_mlp_out,5,28,0.18089709469196136,0.5334169726431389,-0.15323352013484148
6,layer_3_mha_output_out,layer_15_mha_output_out,5,29,-0.005607743527682452,0.09889650143447236,-0.15442231988579658
6,layer_3_mha_output_out,layer_15_mlp_out,5,30,0.14165908528992255,0.5455394303241312,-0.2910509128991916
6,layer_3_mha_output_out,layer_16_mha_output_out,5,31,-0.07273291375505031,0.37980622781622514,-0.5228708553955871
