site,branch,site_pos,branch_pos,q,rho,cos
layer_1_mlp_out,layer_10_mlp_out,2,20,0.3250054558043046,0.8073377357610038,-0.40682450168119844
layer_1_mlp_out,layer_11_mha_output_out,2,21,0.029207605044800355,0.3249751002085886,-0.23960339887122262
layer_1_mlp_out,layer_11_mlp_out,2,22,0.3121773335579162,0.7441694655988067,-0.24586752289884442
layer_1_mlp_out,layer_12_mha_output_out,2,23,-0.03148107333856687,0.22501291365768541,-0.3499695774551296
layer_1_mlp_out,layer_12_mlp_out,2,24,0.25977768896459663,0.6910981364617222,-0.28239485008762727
layer_1_mlp_out,layer_13_mha_output_out,2,25,-0.0023999043935245545,0.12402020829828875,-0.1429824704912064
layer_1_mlp_out,layer_13_mlp_out,2,26,0.24443881423722447,0.6602678684512491,-0.25172286633073393
layer_1_mlp_out,layer_14_mha_output_out,2,27,0.013761292107659417,0.19209040816399947,-0.12114145894541745
layer_1_mlp_out,layer_14_mlp_out,2,28,0.19213064096607568,0.547326165648176,-0.1480060213943323
layer_1_mlp_out,layer_15_mha_output_out,2,29,-0.006804600368829794,0.09656314213668653,-0.16543664001160274
layer_1_mlp_out,layer_15_mlp_out,2,30,0.1180361096304905,0.5153736667069903,-0.29519912350024086
layer_1_mlp_out,layer_16_mha_output_out,2,31,-0.05879603389007082,0.3838989619292298,-0.5007423407517901
layer_1_mlp_out,layer_16_mlp_out,2,32,0.2998428858260369,0.7053176067178978,-0.17165415395086386
layer_1_mlp_out,layer_17_mha_output_out,2,33,-0.0018202251861576535,0.16125791361697622,-0.17221217370839584
layer_1_mlp_out,layer_17_mlp_out,2,34,0.2878289665970546,0.6569637825152412,-0.07010991145037847
layer_1_mlp_out,layer_18_mha_output_out,2,35,-0.007755036118723524,0.1586773173600615,-0.20559211453912085
layer_1_mlp_out,layer_18_mlp_out,2,36,0.1684981859450687,0.5349450100669365,-0.19581414805042427
layer_1_mlp_out,layer_19_mha_output_out,2,37,-0.01232340622316741,0.17359683516379082,-0.24079008853564507
layer_1_mlp_out,layer_19_mlp_out,2,38,0.15766251477072413,0.4897734361271969,-0.1323919398465034
layer_1_mlp_out,layer_20_mha_output_out,2,39,-0.028226642770821098,0.19889900713644781,-0.3279157828604854
layer_1_mlp_out,layer_20_mlp_out,2,40,0.2490593067577931,0.6535594931154044,-0.2185837398697567
layer_1_mlp_out,layer_21_mha_output_out,2,41,-0.015783295453020152,0.23848763732109113,-0.2989942974078936
layer_1_mlp_out,layer_21_mlp_out,2,42,0.402612377661166,0.8414191444170638,-0.1240472041455772
layer_1_mlp_out,layer_22_mha_output_out,2,43,0.033612301020105484,0.15147466697285342,0.08095970732885115
layer_1_mlp_out,layer_22_mlp_out,2,44,0.43163043680641466,0.880753821684666,-0.0769665088991213
layer_1_mlp_out,layer_23_mha_output_out,2,45,0.042987191416894,0.1640833101667936,0.11482621979984213
layer_1_mlp_out,layer_23_mlp_out,2,46,0.41516592356591364,0.8150784979246561,0.19256000970349238
layer_1_mlp_out,layer_24_mha_output_out,2,47,0.036770605512007726,0.21368174255839878,-0.036421867948293656
layer_1_mlp_out,layer_24_mlp_out,2,48,0.36518772513311515,0.7377799458742832,0.09876749731423788
layer_1_mlp_out,layer_25_mha_output_out,2,49,0.0037515149599453013,0.13006151189976908,-0.10149091432111744
layer_1_mlp_out,layer_25_mlp_out,2,50,0.3691253761149218,0.7461711920073205,0.09150796910557733
layer_1_mlp_out,layer_26_mha_output_out,2,51,0.1351102873520167,0.3875944761219414,0.0183072378511563
layer_1_mlp_out,layer_26_mlp_out,2,52,0.4065898105493605,0.8428331382557204,-0.09494329719481992
layer_1_mlp_out,layer_27_mha_output_out,2,53,0.04608476761088165,0.19523445035498996,0.05486841903121313
layer_1_mlp_out,layer_27_mlp_out,2,54,0.2721325959626182,0.7750441070466096,-0.4674000930452034
layer_1_mlp_out,layer_28_mha_output_out,2,55,0.049981878935702495,0.17249983880765768,0.13985250252447515
layer_1_mlp_out,layer_28_mlp_out,2,56,-0.17805471998517408,0.5118418770972493,-0.7011589701617857
layer_2_mha_output_out,layer_1_mha_output_out,3,1,0.0,0.0,NaN
layer_2_mha_output_out,layer_1_mlp_out,3,2,0.0,0.0,NaN
layer_2_mha_output_out,layer_2_mha_output_out,3,3,1.0,Inf,NaN
layer_2_mha_output_out,layer_2_mlp_out,3,4,0.31379643553595626,0.7491142482752453,-0.2555131268483177
layer_2_mha_output_out,layer_3_mha_output_out,3,5,0.03454259860750841,0.2662775399910995,-0.13680691302927703
layer_2_mha_output_out,layer_3_mlp_out,3,6,0.18525453781755108,0.6260995385934206,-0.3403147389889522
layer_2_mha_output_out,layer_4_mha_output_out,3,7,0.1091269608002059,0.38706075887018776,-0.08044101479271351
layer_2_mha_output_out,layer_4_mlp_out,3,8,0.14910732830502993,0.5775958226376785,-0.33246687357516247
layer_2_mha_output_out,layer_5_mha_output_out,3,9,0.06380572807616625,0.3446382018560265,-0.15762474112750274
layer_2_mha_output_out,layer_5_mlp_out,3,10,0.2063795396434016,0.6426844724900187,-0.32171881797971424
layer_2_mha_output_out,layer_6_mha_output_out,3,11,0.046643979805558455,0.35311789129271337,-0.22560113124985814
layer_2_mha_output_out,layer_6_mlp_out,3,12,0.05870854710629114,0.5563994848965719,-0.4738580105202892
layer_2_mha_output_out,layer_7_mha_output_out,3,13,0.022065775034073587,0.2597748590065319,-0.17690803207506284
layer_2_mha_output_out,layer_7_mlp_out,3,14,0.2844137202782703,0.7774176485290426,-0.44173781732816164
layer_2_mha_output_out,layer_8_mha_output_out,3,15,0.049046917887077046,0.31516757051248817,-0.15975925557736725
layer_2_mha_output_out,layer_8_mlp_out,3,16,0.2678455070360264,0.7453530608948432,-0.4013700529385123
layer_2_mha_output_out,layer_9_mha_output_out,3,17,-0.006002921598392996,0.18665124672166206,-0.21732371042696463
layer_2_mha_output_out,layer_9_mlp_out,3,18,0.06853589824068762,0.6822942994469657,-0.6200787868726274
layer_2_mha_output_out,layer_10_mha_output_out,3,19,0.028210964532422556,0.24449577522715554,-0.1295219288900841
layer_2_mha_output_out,layer_10_mlp_out,3,20,0.3161174923845703,0.7890238721088092,-0.3778387190959398
layer_2_mha_output_out,layer_11_mha_output_out,3,21,0.026882932875320953,0.32104490391943846,-0.24167225234412507
layer_2_mha_output_out,layer_11_mlp_out,3,22,0.30286377682322907,0.7365865231052462,-0.25953909931179076
layer_2_mha_output_out,layer_12_mha_output_out,3,23,-0.033126688614874666,0.22535686324381513,-0.3562181184479449
layer_2_mha_output_out,layer_12_mlp_out,3,24,0.2602904046476714,0.6946400065128542,-0.290182831094777
layer_2_mha_output_out,layer_13_mha_output_out,3,25,-0.0022161966185128,0.12481844761962953,-0.14222005580045807
layer_2_mha_output_out,layer_13_mlp_out,3,26,0.24378780327080785,0.6629717985647198,-0.2607753322699248
layer_2_mha_output_out,layer_14_mha_output_out,3,27,0.0166154181589655,0.1898168979196176,-0.10253645775343936
layer_2_mha_output_out,layer_14_mlp_out,3,28,0.1974079928671293,0.556673212936632,-0.15228509426575518
layer_2_mha_output_out,layer_15_mha_output_out,3,29,-0.007372992351140972,0.09709604030883065,-0.17122213632621838
layer_2_mha_output_out,layer_15_mlp_out,3,30,0.12042864914491413,0.5154712936874157,-0.2894917456782967
layer_2_mha_output_out,layer_16_mha_output_out,3,31,-0.06230110846644821,0.38227447546479687,-0.5060148347808178
layer_2_mha_output_out,layer_16_mlp_out,3,32,0.2914581189072257,0.6931031414430561,-0.16922429023643537
layer_2_mha_output_out,layer_17_mha_output_out,3,33,-0.0016744385554083863,0.1612245417485782,-0.1713065724597148
layer_2_mha_output_out,layer_17_mlp_out,3,34,0.27372284574276373,0.6405998356517618,-0.08388287216613043
layer_2_mha_output_out,layer_18_mha_output_out,3,35,-0.005269850023744915,0.1585981311520024,-0.19065219563405214
layer_2_mha_output_out,layer_18_mlp_out,3,36,0.16616973843013427,0.5329951910573878,-0.19869617956584804
layer_2_mha_output_out,layer_19_mha_output_out,3,37,-0.011317660825963749,0.1763194755264817,-0.23713573217169961
layer_2_mha_output_out,layer_19_mlp_out,3,38,0.15746633933174226,0.49226909672083813,-0.13848960789570472
layer_2_mha_output_out,layer_20_mha_output_out,3,39,-0.027508650375210886,0.201093923589285,-0.3255119902561104
layer_2_mha_output_out,layer_20_mlp_out,3,40,0.2407025017893335,0.635507128680086,-0.20012225576094356
layer_2_mha_output_out,layer_21_mha_output_out,3,41,-0.012659824269454889,0.23847237372879987,-0.2873041260378343
layer_2_mha_output_out,layer_21_mlp_out,3,42,0.39939688148288277,0.8376674576218391,-0.1307574958743452
layer_2_mha_output_out,layer_22_mha_output_out,3,43,0.031899717043635034,0.15079540731257615,0.07002554123022292
layer_2_mha_output_out,layer_22_mlp_out,3,44,0.4342938435406989,0.8855876110531227,-0.08051351821545372
layer_2_mha_output_out,layer_23_mha_output_out,3,45,0.041486530923139364,0.1635396403706174,0.10569351252804132
layer_2_mha_output_out,layer_23_mlp_out,3,46,0.41699398377789676,0.8188990446465794,0.19149131613696516
layer_2_mha_output_out,layer_24_mha_output_out,3,47,0.036930632998338764,0.21370037994230692,-0.03562455582951248
layer_2_mha_output_out,layer_24_mlp_out,3,48,0.362669021806059,0.7355386763265113,0.08841520055852001
layer_2_mha_output_out,layer_25_mha_output_out,3,49,0.00440674226341109,0.13102184345826584,-0.09767164579012902
layer_2_mha_output_out,layer_25_mlp_out,3,50,0.36790977697547234,0.7447803516008532,0.08787891014130195
layer_2_mha_output_out,layer_26_mha_output_out,3,51,0.1345509945511869,0.38232850444854755,0.028785506227578396
layer_2_mha_output_out,layer_26_mlp_out,3,52,0.40153897528873084,0.8343940945752649,-0.09200668013282418
layer_2_mha_output_out,layer_27_mha_output_out,3,53,0.04617234627911848,0.1964544481568634,0.05249192064739597
layer_2_mha_output_out,layer_27_mlp_out,3,54,0.2798080642148374,0.7817863691358989,-0.4657928063381479
layer_2_mha_output_out,layer_28_mha_output_out,3,55,0.04986109879033096,0.17484821805265535,0.13222341346435815
layer_2_mha_output_out,layer_28_mlp_out,3,56,-0.17543757770255874,0.5116469797874935,-0.6990261242341639
layer_2_mlp_out,layer_1_mha_output_out,4,1,6.996749035703687e-8,0.000374078842773297,-0.0001870394213866485
layer_2_mlp_out,layer_1_mlp_out,4,2,6.996749035703687e-8,0.000374078842773297,-0.0001870394213866485
layer_2_mlp_out,layer_2_mha_output_out,4,3,6.996749035703687e-8,0.000374078842773297,-0.0001870394213866485
layer_2_mlp_out,layer_2_mlp_out,4,4,1.0,Inf,NaN
layer_2_mlp_out,layer_3_mha_output_out,4,5,0.03788445736572954,0.256524727273162,-0.10724912448504953
layer_2_mlp_out,layer_3_mlp_out,4,6,0.18782331977270084,0.6369564369098334,-0.35628049355671076
layer_2_mlp_out,layer_4_mha_output_out,4,7,0.10610716836529077,0.39216698443721576,-0.10153645082860542
layer_2_mlp_out,layer_4_mlp_out,4,8,0.18592559153315003,0.6260771843568304,-0.3386208588004065
layer_2_mlp_out,layer_5_mha_output_out,4,9,0.07042395821205638,0.35787810672995596,-0.15817100174817833
layer_2_mlp_out,layer_5_mlp_out,4,10,0.20851081753374112,0.6559916487508735,-0.34538913175067676
layer_2_mlp_out,layer_6_mha_output_out,4,11,0.033406188148738525,0.35206778666658833,-0.26299199302057796
layer_2_mlp_out,layer_6_mlp_out,4,12,0.08299403765034619,0.585984799199919,-0.47447742469643467
layer_2_mlp_out,layer_7_mha_output_out,4,13,0.027295997187866683,0.27032113161713617,-0.17131890000307512
layer_2_mlp_out,layer_7_mlp_out,4,14,0.2805520742842046,0.781814559820825,-0.46395408801399823
layer_2_mlp_out,layer_8_mha_output_out,4,15,0.029381588138887138,0.3063320549444792,-0.21399221394459045
layer_2_mlp_out,layer_8_mlp_out,4,16,0.24125847166372616,0.7325160811729228,-0.43756891633906037
layer_2_mlp_out,layer_9_mha_output_out,4,17,0.003991715289407893,0.19614040621543413,-0.17641454734779877
layer_2_mlp_out,layer_9_mlp_out,4,18,0.1260413961257042,0.7166717325031768,-0.6023005618042321
layer_2_mlp_out,layer_10_mha_output_out,4,19,0.01336616954298353,0.23795217495453294,-0.18350553433090078
layer_2_mlp_out,layer_10_mlp_out,4,20,0.3219398038895208,0.7921031724898555,-0.3668897647350911
layer_2_mlp_out,layer_11_mha_output_out,4,21,0.015069318191995307,0.332297467632698,-0.2907024666714941
layer_2_mlp_out,layer_11_mlp_out,4,22,0.3356451058580141,0.7830261567396146,-0.27853157236873916
layer_2_mlp_out,layer_12_mha_output_out,4,23,-0.0348684387286291,0.2381534725733327,-0.36725773712952875
layer_2_mlp_out,layer_12_mlp_out,4,24,0.28400720889046116,0.7221491221128118,-0.2865211566303453
layer_2_mlp_out,layer_13_mha_output_out,4,25,-0.005761682891661124,0.1316637305546072,-0.17417583609027348
layer_2_mlp_out,layer_13_mlp_out,4,26,0.2577917196553793,0.6828350884066832,-0.2668662040884673
layer_2_mlp_out,layer_14_mha_output_out,4,27,0.017446533642608286,0.186272211913474,-0.09259172280069891
layer_2_mlp_out,layer_14_mlp_out,4,28,0.17798372164357557,0.5345306238825585,-0.16524147779579776
layer_2_mlp_out,layer_15_mha_output_out,4,29,-0.005335860745663057,0.09931913343222154,-0.15195189709934273
layer_2_mlp_out,layer_15_mlp_out,4,30,0.14421671114733248,0.5487544719980589,-0.2906369672663949
layer_2_mlp_out,layer_16_mha_output_out,4,31,-0.06630413244789946,0.38529575588237946,-0.5146782028696262
layer_2_mlp_out,layer_16_mlp_out,4,32,0.2944397814999239,0.7039602898836724,-0.19075786615784332
layer_2_mlp_out,layer_17_mha_output_out,4,33,-0.006224937644972561,0.16477248641905237,-0.20107382792793896
layer_2_mlp_out,layer_17_mlp_out,4,34,0.30065863197323994,0.6769164294435024,-0.07333275365211926
layer_2_mlp_out,layer_18_mha_output_out,4,35,-0.0009588344871438448,0.16381775094268064,-0.16950283083641832
layer_2_mlp_out,layer_18_mlp_out,4,36,0.18393837487349873,0.573419708023824,-0.23282073183836294
layer_2_mlp_out,layer_19_mha_output_out,4,37,-0.011353064911919342,0.18131495961766095,-0.24052715762976265
layer_2_mlp_out,layer_19_mlp_out,4,38,0.18659252165074025,0.5155119568620152,-0.09151906988898346
layer_2_mlp_out,layer_20_mha_output_out,4,39,-0.029238434653722445,0.20619330016198703,-0.3344647100656288
layer_2_mlp_out,layer_20_mlp_out,4,40,0.25794739732130867,0.6533909909833112,-0.18605022154011241
layer_2_mlp_out,layer_21_mha_output_out,4,41,0.006608009654394231,0.24568381791733254,-0.22007242062138876
layer_2_mlp_out,layer_21_mlp_out,4,42,0.3938787681691579,0.8260352955164857,-0.11235780434988796
layer_2_mlp_out,layer_22_mha_output_out,4,43,0.03572253188278596,0.15682487251707844,0.08245440621584504
layer_2_mlp_out,layer_22_mlp_out,4,44,0.47177126619887333,0.9499230692655407,-0.09095536108554156
layer_2_mlp_out,layer_23_mha_output_out,4,45,0.03587135273466535,0.1636524600542256,0.06615648097871013
layer_2_mlp_out,layer_23_mlp_out,4,46,0.4445594748855891,0.8737303600562848,0.21194791915373656
layer_2_mlp_out,layer_24_mha_output_out,4,47,0.037271891988106653,0.21904134775879114,-0.043997868798168104
layer_2_mlp_out,layer_24_mlp_out,4,48,0.3762105775172624,0.7545623601163991,0.11266367330914029
layer_2_mlp_out,layer_25_mha_output_out,4,49,0.013690049055606779,0.1304290055065865,-0.02434839586030352
layer_2_mlp_out,layer_25_mlp_out,4,50,0.37427653615024314,0.7560058396788997,0.08757460919112163
layer_2_mlp_out,layer_26_mha_output_out,4,51,0.12186041877502041,0.3641824845219218,0.019583461153291754
layer_2_mlp_out,layer_26_mlp_out,4,52,0.41279119070115267,0.8504046237333117,-0.08003467956232062
layer_2_mlp_out,layer_27_mha_output_out,4,53,0.05019628679730248,0.20446778747397562,0.057017116825121714
layer_2_mlp_out,layer_27_mlp_out,4,54,0.27413346662606686,0.7551554722431556,-0.40981315662069906
layer_2_mlp_out,layer_28_mha_output_out,4,55,0.05556076424650047,0.18028474400460232,0.15515665224552228
layer_2_mlp_out,layer_28_mlp_out,4,56,-0.20907825388011725,0.5057850429204473,-0.7227040379889877
layer_3_mha_output_out,layer_1_mha_output_out,5,1,0.0,0.0,NaN
layer_3_mha_output_out,layer_1_mlp_out,5,2,0.0,0.0,NaN
layer_3_mha_output_out,layer_2_mha_output_out,5,3,0.0,0.0,NaN
layer_3_mha_output_out,layer_2_mlp_out,5,4,0.0,0.0,NaN
layer_3_mha_output_out,layer_3_mha_output_out,5,5,1.0,Inf,NaN
layer_3_mha_output_out,layer_3_mlp_out,5,6,0.19316414416157612,0.633668009562741,-0.3363869241254222
layer_3_mha_output_out,layer_4_mha_output_out,5,7,0.10593750512733036,0.39480121031019216,-0.1074013626234104
layer_3_mha_output_out,layer_4_mlp_out,5,8,0.19062466583950455,0.6268295999177113,-0.32845409161910205
layer_3_mha_output_out,layer_5_mha_output_out,5,9,0.06983621963135278,0.3579685948984853,-0.1602634560670181
layer_3_mha_output_out,layer_5_mlp_out,5,10,0.2114402126406444,0.6534580136752903,-0.3322006246626749
layer_3_mha_output_out,layer_6_mha_output_out,5,11,0.034068953187261664,0.35286192921832227,-0.26215243093651247
layer_3_mha_output_out,layer_6_mlp_out,5,12,0.08437563119204705,0.5861730631294828,-0.47250734358406754
layer_3_mha_output_out,layer_7_mha_output_out,5,13,0.026095989847744416,0.2686237817741696,-0.1735233213815096
layer_3_mha_output_out,layer_7_mlp_out,5,14,0.2824039498972837,0.7831479438985647,-0.46274472325950416
layer_3_mha_output_out,layer_8_mha_output_out,5,15,0.026729586435898622,0.3024533582589647,-0.21762717835112066
layer_3_mha_output_out,layer_8_mlp_out,5,16,0.251199441693838,0.7372616954583586,-0.42472264376360025
layer_3_mha_output_out,layer_9_mha_output_out,5,17,0.005020398995410957,0.19469100679286536,-0.1696303072512383
layer_3_mha_output_out,layer_9_mlp_out,5,18,0.12444377305884224,0.7128413140263139,-0.5985233628889024
layer_3_mha_output_out,layer_10_mha_output_out,5,19,0.011554244467716579,0.23497887787439356,-0.18742353175438517
layer_3_mha_output_out,layer_10_mlp_out,5,20,0.32111826438523805,0.788140971969046,-0.3567074991533722
layer_3_mha_output_out,layer_11_mha_output_out,5,21,0.01550207667487602,0.3284717949800247,-0.2850221254275713
layer_3_mha_output_out,layer_11_mlp_out,5,22,0.34300354910271014,0.7921157100832414,-0.2783349061759265
layer_3_mha_output_out,layer_12_mha_output_out,5,23,-0.03757095517991904,0.23748169631575047,-0.3763315286089485
layer_3_mha_output_out,layer_12_mlp_out,5,24,0.28725878916361003,0.7244871365307998,-0.2817327588016861
layer_3_mha_output_out,layer_13_mha_output_out,5,25,-0.00580166269775928,0.13055619039231417,-0.17373577206461235
layer_3_mha_output_out,layer_13_mlp_out,5,26,0.26117163954061384,0.6830871675922218,-0.25613381370559124
layer_3_mha_output_out,layer_14_mha_output_out,5,27,0.01781291142405983,0.18484324025139962,-0.08832980099005498
layer_3_mha_output_out,layer_14_mlp_out,5,28,0.1808972361355573,0.5334174825921588,-0.15323421684385424
layer_3_mha_output_out,layer_15_mha_output_out,5,29,-0.005607602084086505,0.09889686183791264,-0.15442108895833362
layer_3_mha_output_out,layer_15_mlp_out,5,30,0.14165880240273065,0.5455389221211066,-0.2910506758277382
layer_3_mha_output_out,layer_16_mha_output_out,5,31,-0.07273333808583815,0.37980515507781343,-0.5228710516255094
layer_3_mha_output_out,layer_16_mlp_out,5,32,0.29531237535283106,0.7017256577949086,-0.17993277342790218
